Position	ENSG.ID	Gene.type	Gene.name	Chromosome	ENSP.ID	stat	enr
6032	ENSG00000132510	protein_coding	KDM6B	17	ENSP00000254846	13946	219
6033	ENSG00000144233	protein_coding	AMMECR1L	2	ENSP00000272647	13945	219
6034	ENSG00000132773	protein_coding	TOE1	1	ENSP00000361162	13944	219
6035	ENSG00000123080	protein_coding	CDKN2C	1	ENSP00000262662	13943	219
6036	ENSG00000180573	protein_coding	H2AC6	6	ENSP00000367022	13942	219
6037	ENSG00000123901	protein_coding	GPR83	11	ENSP00000243673	13941	219
6038	ENSG00000121068	protein_coding	TBX2	17	ENSP00000240328	13940	219
6039	ENSG00000166394	protein_coding	CYB5R2	11	ENSP00000437041	13939	219
6040	ENSG00000138698	protein_coding	RAP1GDS1	4	ENSP00000340454	13938	219
6041	ENSG00000165633	protein_coding	VSTM4	10	ENSP00000331062	13937	219
6042	ENSG00000188778	protein_coding	ADRB3	8	ENSP00000343782	13936	219
6043	ENSG00000143398	protein_coding	PIP5K1A	1	ENSP00000357883	13935	219
6044	ENSG00000186364	protein_coding	NUDT17	1	ENSP00000334437	13934	219
6045	ENSG00000129990	protein_coding	SYT5	19	ENSP00000346265	13933	219
6046	ENSG00000007866	protein_coding	TEAD3	6	ENSP00000345772	13932	219
6047	ENSG00000182858	protein_coding	ALG12	22	ENSP00000333813	13931	219
6048	ENSG00000155966	protein_coding	AFF2	X	ENSP00000359489	13930	219
6049	ENSG00000129749	protein_coding	CHRNA10	11	ENSP00000250699	13929	219
6050	ENSG00000092098	protein_coding	RNF31	14	ENSP00000315112	13928	219
6051	ENSG00000186001	protein_coding	LRCH3	3	ENSP00000334375	13927	219
6052	ENSG00000130203	protein_coding	APOE	19	ENSP00000252486	13926	220
6053	ENSG00000165458	protein_coding	INPPL1	11	ENSP00000298229	13925	220
6054	ENSG00000104976	protein_coding	SNAPC2	19	ENSP00000221573	13924	220
6055	ENSG00000091127	protein_coding	PUS7	7	ENSP00000348722	13923	220
6056	ENSG00000139537	protein_coding	CCDC65	12	ENSP00000312706	13922	220
6057	ENSG00000067082	protein_coding	KLF6	10	ENSP00000419923	13921	221
6058	ENSG00000167535	protein_coding	CACNB3	12	ENSP00000301050	13920	221
6059	ENSG00000164961	protein_coding	WASHC5	8	ENSP00000318016	13919	221
6060	ENSG00000149600	protein_coding	COMMD7	20	ENSP00000278980	13918	221
6061	ENSG00000178996	protein_coding	SNX18	5	ENSP00000317332	13917	221
6062	ENSG00000163933	protein_coding	RFT1	3	ENSP00000296292	13916	221
6063	ENSG00000066084	protein_coding	DIP2B	12	ENSP00000301180	13915	221
6064	ENSG00000143256	protein_coding	PFDN2	1	ENSP00000356989	13914	221
6065	ENSG00000076201	protein_coding	PTPN23	3	ENSP00000265562	13913	221
6066	ENSG00000106245	protein_coding	BUD31	7	ENSP00000386023	13912	221
6067	ENSG00000125821	protein_coding	DTD1	20	ENSP00000366672	13911	221
6068	ENSG00000150045	protein_coding	KLRF1	12	ENSP00000483713	13910	221
6069	ENSG00000123064	protein_coding	DDX54	12	ENSP00000323858	13909	221
6070	ENSG00000118363	protein_coding	SPCS2	11	ENSP00000263672	13908	221
6071	ENSG00000159346	protein_coding	ADIPOR1	1	ENSP00000341785	13907	221
6072	ENSG00000167617	protein_coding	CDC42EP5	19	ENSP00000301200	13906	221
6073	ENSG00000100410	protein_coding	PHF5A	22	ENSP00000216252	13905	221
6074	ENSG00000181418	protein_coding	DDN	12	ENSP00000390590	13904	221
6075	ENSG00000117751	protein_coding	PPP1R8	1	ENSP00000311677	13903	221
6076	ENSG00000130299	protein_coding	GTPBP3	19	ENSP00000351644	13902	221
6077	ENSG00000008300	protein_coding	CELSR3	3	ENSP00000164024	13901	221
6078	ENSG00000105364	protein_coding	MRPL4	19	ENSP00000253099	13900	221
6079	ENSG00000131171	protein_coding	SH3BGRL	X	ENSP00000362308	13899	221
6080	ENSG00000125741	protein_coding	OPA3	19	ENSP00000319817	13898	221
6081	ENSG00000165644	protein_coding	COMTD1	10	ENSP00000361616	13897	221
6082	ENSG00000145244	protein_coding	CORIN	4	ENSP00000273857	13896	221
6083	ENSG00000197362	protein_coding	ZNF786	7	ENSP00000417470	13895	221
6084	ENSG00000111786	protein_coding	SRSF9	12	ENSP00000229390	13894	221
6085	ENSG00000183287	protein_coding	CCBE1	18	ENSP00000404464	13893	221
6086	ENSG00000123094	protein_coding	RASSF8	12	ENSP00000384491	13892	221
6087	ENSG00000089558	protein_coding	KCNH4	17	ENSP00000264661	13891	221
6088	ENSG00000206562	protein_coding	METTL6	3	ENSP00000407613	13890	221
6089	ENSG00000127586	protein_coding	CHTF18	16	ENSP00000262315	13889	221
6090	ENSG00000091831	protein_coding	ESR1	6	ENSP00000405330	13888	221
6091	ENSG00000120656	protein_coding	TAF12	1	ENSP00000263974	13887	221
6092	ENSG00000078369	protein_coding	GNB1	1	ENSP00000481878	13886	221
6093	ENSG00000072756	protein_coding	TRNT1	3	ENSP00000251607	13885	221
6094	ENSG00000156860	protein_coding	FBRS	16	ENSP00000348489	13884	221
6095	ENSG00000185303	protein_coding	SFTPA2	10	ENSP00000361400	13883	221
6096	ENSG00000164535	protein_coding	DAGLB	7	ENSP00000297056	13882	221
6097	ENSG00000165704	protein_coding	HPRT1	X	ENSP00000298556	13881	221
6098	ENSG00000006432	protein_coding	MAP3K9	14	ENSP00000451263	13880	221
6099	ENSG00000105699	protein_coding	LSR	19	ENSP00000480821	13879	221
6100	ENSG00000090539	protein_coding	CHRD	3	ENSP00000204604	13878	221
6101	ENSG00000116990	protein_coding	MYCL	1	ENSP00000380494	13877	221
6102	ENSG00000171864	protein_coding	PRND	20	ENSP00000306900	13876	221
6103	ENSG00000184995	protein_coding	IFNE	9	ENSP00000418018	13875	221
6104	ENSG00000161677	protein_coding	JOSD2	19	ENSP00000468956	13874	221
6105	ENSG00000197045	protein_coding	GMFB	14	ENSP00000350757	13873	221
6106	ENSG00000116213	protein_coding	WRAP73	1	ENSP00000270708	13872	221
6107	ENSG00000245848	protein_coding	CEBPA	19	ENSP00000427514	13871	221
6108	ENSG00000080608	protein_coding	PUM3	9	ENSP00000380982	13870	221
6109	ENSG00000092201	protein_coding	SUPT16H	14	ENSP00000216297	13869	221
6110	ENSG00000204427	protein_coding	ABHD16A	6	ENSP00000379282	13868	221
6111	ENSG00000179388	protein_coding	EGR3	8	ENSP00000318057	13867	221
6112	ENSG00000154114	protein_coding	TBCEL	11	ENSP00000403925	13866	221
6113	ENSG00000125878	protein_coding	TCF15	20	ENSP00000246080	13865	221
6114	ENSG00000033627	protein_coding	ATP6V0A1	17	ENSP00000264649	13864	221
6115	ENSG00000131626	protein_coding	PPFIA1	11	ENSP00000253925	13863	221
6116	ENSG00000166848	protein_coding	TERF2IP	16	ENSP00000300086	13862	221
6117	ENSG00000137672	protein_coding	TRPC6	11	ENSP00000340913	13861	221
6118	ENSG00000100865	protein_coding	CINP	14	ENSP00000216756	13860	221
6119	ENSG00000090316	protein_coding	MAEA	4	ENSP00000302830	13859	221
6120	ENSG00000167549	protein_coding	CORO6	17	ENSP00000344562	13858	221
6121	ENSG00000131711	protein_coding	MAP1B	5	ENSP00000296755	13857	221
6122	ENSG00000156304	protein_coding	SCAF4	21	ENSP00000286835	13856	221
6123	ENSG00000157214	protein_coding	STEAP2	7	ENSP00000378119	13855	221
6124	ENSG00000206075	protein_coding	SERPINB5	18	ENSP00000372221	13854	221
6125	ENSG00000173418	protein_coding	NAA20	20	ENSP00000335636	13853	221
6126	ENSG00000171161	protein_coding	ZNF672	1	ENSP00000421915	13852	221
6127	ENSG00000088305	protein_coding	DNMT3B	20	ENSP00000328547	13851	221
6128	ENSG00000105327	protein_coding	BBC3	19	ENSP00000404503	13850	221
6129	ENSG00000162873	protein_coding	KLHDC8A	1	ENSP00000356124	13849	221
6130	ENSG00000128973	protein_coding	CLN6	15	ENSP00000249806	13848	221
6131	ENSG00000106538	protein_coding	RARRES2	7	ENSP00000418009	13847	221
6132	ENSG00000143772	protein_coding	ITPKB	1	ENSP00000411152	13846	221
6133	ENSG00000138621	protein_coding	PPCDC	15	ENSP00000343190	13845	221
6134	ENSG00000100281	protein_coding	HMGXB4	22	ENSP00000216106	13844	221
6135	ENSG00000135698	protein_coding	MPHOSPH6	16	ENSP00000258169	13843	221
6136	ENSG00000120658	protein_coding	ENOX1	13	ENSP00000261488	13842	221
6137	ENSG00000198794	protein_coding	SCAMP5	15	ENSP00000355387	13841	221
6138	ENSG00000136011	protein_coding	STAB2	12	ENSP00000373539	13840	221
6139	ENSG00000169598	protein_coding	DFFB	1	ENSP00000339524	13839	221
6140	ENSG00000061938	protein_coding	TNK2	3	ENSP00000371341	13838	221
6141	ENSG00000173597	protein_coding	SULT1B1	4	ENSP00000308770	13837	221
6142	ENSG00000197496	protein_coding	SLC2A10	20	ENSP00000352216	13836	221
6143	ENSG00000162959	protein_coding	MEMO1	2	ENSP00000295065	13835	221
6144	ENSG00000169218	protein_coding	RSPO1	1	ENSP00000348944	13834	221
6145	ENSG00000121064	protein_coding	SCPEP1	17	ENSP00000262288	13833	221
6146	ENSG00000197858	protein_coding	GPAA1	8	ENSP00000347206	13832	221
6147	ENSG00000068697	protein_coding	LAPTM4A	2	ENSP00000175091	13831	221
6148	ENSG00000127990	protein_coding	SGCE	7	ENSP00000398930	13830	221
6149	ENSG00000243927	protein_coding	MRPS6	21	ENSP00000382250	13829	221
6150	ENSG00000135932	protein_coding	CAB39	2	ENSP00000258418	13828	221
6151	ENSG00000099957	protein_coding	P2RX6	22	ENSP00000416193	13827	221
6152	ENSG00000277791	protein_coding	PSMB3	17	ENSP00000483688	13826	221
6153	ENSG00000212747	protein_coding	RTL8B	X	ENSP00000375268	13825	221
6154	ENSG00000198818	protein_coding	SFT2D1	6	ENSP00000354590	13824	221
6155	ENSG00000176956	protein_coding	LY6H	8	ENSP00000399485	13823	221
6156	ENSG00000131871	protein_coding	SELENOS	15	ENSP00000381282	13822	222
6157	ENSG00000166183	protein_coding	ASPG	14	ENSP00000450040	13821	222
6158	ENSG00000102385	protein_coding	DRP2	X	ENSP00000378635	13820	222
6159	ENSG00000132581	protein_coding	SDF2	17	ENSP00000247020	13819	222
6160	ENSG00000131061	protein_coding	ZNF341	20	ENSP00000364346	13818	222
6161	ENSG00000122140	protein_coding	MRPS2	9	ENSP00000360850	13817	222
6162	ENSG00000132740	protein_coding	IGHMBP2	11	ENSP00000255078	13816	222
6163	ENSG00000103253	protein_coding	HAGHL	16	ENSP00000374353	13815	222
6164	ENSG00000123297	protein_coding	TSFM	12	ENSP00000313877	13814	222
6165	ENSG00000276180	protein_coding	H4C9	6	ENSP00000481486	13813	222
6166	ENSG00000139324	protein_coding	TMTC3	12	ENSP00000266712	13812	222
6167	ENSG00000099364	protein_coding	FBXL19	16	ENSP00000369666	13811	222
6168	ENSG00000169682	protein_coding	SPNS1	16	ENSP00000309945	13810	222
6169	ENSG00000188613	protein_coding	NANOS1	10	ENSP00000393275	13809	222
6170	ENSG00000183780	protein_coding	SLC35F3	1	ENSP00000355577	13808	222
6171	ENSG00000175029	protein_coding	CTBP2	10	ENSP00000311825	13807	222
6172	ENSG00000151062	protein_coding	CACNA2D4	12	ENSP00000372169	13806	222
6173	ENSG00000111328	protein_coding	CDK2AP1	12	ENSP00000261692	13805	222
6174	ENSG00000131480	protein_coding	AOC2	17	ENSP00000253799	13804	222
6175	ENSG00000138792	protein_coding	ENPEP	4	ENSP00000265162	13803	222
6176	ENSG00000132622	protein_coding	HSPA12B	20	ENSP00000254963	13802	222
6177	ENSG00000124391	protein_coding	IL17C	16	ENSP00000244241	13801	222
6178	ENSG00000182872	protein_coding	RBM10	X	ENSP00000328848	13800	222
6179	ENSG00000188603	protein_coding	CLN3	16	ENSP00000454229	13799	222
6180	ENSG00000169689	protein_coding	CENPX	17	ENSP00000376168	13798	222
6181	ENSG00000173156	protein_coding	RHOD	11	ENSP00000308576	13797	222
6182	ENSG00000164096	protein_coding	C4orf3	4	ENSP00000382026	13796	222
6183	ENSG00000197951	protein_coding	ZNF71	19	ENSP00000328245	13795	222
6184	ENSG00000099942	protein_coding	CRKL	22	ENSP00000346300	13794	222
6185	ENSG00000164896	protein_coding	FASTK	7	ENSP00000297532	13793	222
6186	ENSG00000189068	protein_coding	VSTM1	19	ENSP00000343366	13792	222
6187	ENSG00000164520	protein_coding	RAET1E	6	ENSP00000349709	13791	222
6188	ENSG00000136450	protein_coding	SRSF1	17	ENSP00000258962	13790	222
6189	ENSG00000106290	protein_coding	TAF6	7	ENSP00000399982	13789	222
6190	ENSG00000130204	protein_coding	TOMM40	19	ENSP00000410339	13788	222
6191	ENSG00000133612	protein_coding	AGAP3	7	ENSP00000380413	13787	222
6192	ENSG00000196188	protein_coding	CTSE	1	ENSP00000350911	13786	222
6193	ENSG00000101966	protein_coding	XIAP	X	ENSP00000360242	13785	222
6194	ENSG00000131944	protein_coding	FAAP24	19	ENSP00000466121	13784	222
6195	ENSG00000134255	protein_coding	CEPT1	1	ENSP00000441980	13783	222
6196	ENSG00000006788	protein_coding	MYH13	17	ENSP00000404570	13782	222
6197	ENSG00000102178	protein_coding	UBL4A	X	ENSP00000358674	13781	222
6198	ENSG00000168612	protein_coding	ZSWIM1	20	ENSP00000361601	13780	222
6199	ENSG00000177370	protein_coding	TIMM22	17	ENSP00000320236	13779	222
6200	ENSG00000105219	protein_coding	CCNP	19	ENSP00000396755	13778	222
6201	ENSG00000017260	protein_coding	ATP2C1	3	ENSP00000421326	13777	223
6202	ENSG00000186583	protein_coding	SPATC1	8	ENSP00000366690	13776	223
6203	ENSG00000111237	protein_coding	VPS29	12	ENSP00000480853	13775	223
6204	ENSG00000151287	protein_coding	TEX30	13	ENSP00000365200	13774	223
6205	ENSG00000165526	protein_coding	RPUSD4	11	ENSP00000298317	13773	223
6206	ENSG00000204428	protein_coding	LY6G5C	6	ENSP00000372724	13772	223
6207	ENSG00000100902	protein_coding	PSMA6	14	ENSP00000261479	13771	223
6208	ENSG00000118640	protein_coding	VAMP8	2	ENSP00000263864	13770	223
6209	ENSG00000161980	protein_coding	POLR3K	16	ENSP00000293860	13769	223
6210	ENSG00000144959	protein_coding	NCEH1	3	ENSP00000442464	13768	223
6211	ENSG00000107485	protein_coding	GATA3	10	ENSP00000368632	13767	223
6212	ENSG00000174903	protein_coding	RAB1B	11	ENSP00000310226	13766	223
6213	ENSG00000172922	protein_coding	RNASEH2C	11	ENSP00000308193	13765	223
6214	ENSG00000146433	protein_coding	TMEM181	6	ENSP00000356057	13764	223
6215	ENSG00000100038	protein_coding	TOP3B	22	ENSP00000381773	13763	223
6216	ENSG00000135974	protein_coding	C2orf49	2	ENSP00000258457	13762	223
6217	ENSG00000118217	protein_coding	ATF6	1	ENSP00000356919	13761	223
6218	ENSG00000130830	protein_coding	MPP1	X	ENSP00000358547	13760	223
6219	ENSG00000164151	protein_coding	ICE1	5	ENSP00000296564	13759	223
6220	ENSG00000197261	protein_coding	C6orf141	6	ENSP00000434602	13758	223
6221	ENSG00000095917	protein_coding	TPSD1	16	ENSP00000211076	13757	223
6222	ENSG00000102287	protein_coding	GABRE	X	ENSP00000359353	13756	223
6223	ENSG00000102710	protein_coding	SUPT20H	13	ENSP00000417510	13755	223
6224	ENSG00000166833	protein_coding	NAV2	11	ENSP00000379396	13754	223
6225	ENSG00000095739	protein_coding	BAMBI	10	ENSP00000364683	13753	223
6226	ENSG00000088356	protein_coding	PDRG1	20	ENSP00000202017	13752	223
6227	ENSG00000110046	protein_coding	ATG2A	11	ENSP00000366475	13751	223
6228	ENSG00000119457	protein_coding	SLC46A2	9	ENSP00000363345	13750	223
6229	ENSG00000182263	protein_coding	FIGN	2	ENSP00000333836	13749	223
6230	ENSG00000179950	protein_coding	PUF60	8	ENSP00000434359	13748	223
6231	ENSG00000110841	protein_coding	PPFIBP1	12	ENSP00000314724	13747	223
6232	ENSG00000047578	protein_coding	KATNIP	16	ENSP00000261588	13746	223
6233	ENSG00000121067	protein_coding	SPOP	17	ENSP00000377001	13745	223
6234	ENSG00000204439	protein_coding	C6orf47	6	ENSP00000365076	13744	223
6235	ENSG00000159450	protein_coding	TCHH	1	ENSP00000480484	13743	223
6236	ENSG00000161298	protein_coding	ZNF382	19	ENSP00000292928	13742	223
6237	ENSG00000152944	protein_coding	MED21	12	ENSP00000282892	13741	223
6238	ENSG00000181333	protein_coding	HEPHL1	11	ENSP00000313699	13740	223
6239	ENSG00000119522	protein_coding	DENND1A	9	ENSP00000362727	13739	223
6240	ENSG00000113645	protein_coding	WWC1	5	ENSP00000427772	13738	223
6241	ENSG00000132639	protein_coding	SNAP25	20	ENSP00000254976	13737	223
6242	ENSG00000112130	protein_coding	RNF8	6	ENSP00000362578	13736	223
6243	ENSG00000184378	protein_coding	ACTRT3	3	ENSP00000333037	13735	223
6244	ENSG00000038210	protein_coding	PI4K2B	4	ENSP00000264864	13734	223
6245	ENSG00000128342	protein_coding	LIF	22	ENSP00000249075	13733	224
6246	ENSG00000114209	protein_coding	PDCD10	3	ENSP00000376506	13732	224
6247	ENSG00000058272	protein_coding	PPP1R12A	12	ENSP00000389168	13731	224
6248	ENSG00000115207	protein_coding	GTF3C2	2	ENSP00000352536	13730	224
6249	ENSG00000160233	protein_coding	LRRC3	21	ENSP00000291592	13729	224
6250	ENSG00000152380	protein_coding	FAM151B	5	ENSP00000282226	13728	224
6251	ENSG00000155918	protein_coding	RAET1L	6	ENSP00000356310	13727	224
6252	ENSG00000182013	protein_coding	PNMA8A	19	ENSP00000318131	13726	224
6253	ENSG00000139636	protein_coding	LMBR1L	12	ENSP00000267102	13725	224
6254	ENSG00000198146	protein_coding	ZNF770	15	ENSP00000348673	13724	224
6255	ENSG00000104852	protein_coding	SNRNP70	19	ENSP00000472998	13723	224
6256	ENSG00000004534	protein_coding	RBM6	3	ENSP00000266022	13722	224
6257	ENSG00000138081	protein_coding	FBXO11	2	ENSP00000384823	13721	224
6258	ENSG00000128011	protein_coding	LRFN1	19	ENSP00000248668	13720	224
6259	ENSG00000196419	protein_coding	XRCC6	22	ENSP00000352257	13719	224
6260	ENSG00000131634	protein_coding	TMEM204	16	ENSP00000454945	13718	224
6261	ENSG00000105409	protein_coding	ATP1A3	19	ENSP00000444688	13717	224
6262	ENSG00000101138	protein_coding	CSTF1	20	ENSP00000217109	13716	224
6263	ENSG00000137563	protein_coding	GGH	8	ENSP00000260118	13715	224
6264	ENSG00000163075	protein_coding	CFAP221	2	ENSP00000393222	13714	224
6265	ENSG00000125388	protein_coding	GRK4	4	ENSP00000381129	13713	224
6266	ENSG00000171824	protein_coding	EXOSC10	1	ENSP00000366135	13712	224
6267	ENSG00000172428	protein_coding	COPS9	2	ENSP00000304147	13711	224
6268	ENSG00000196118	protein_coding	CFAP119	16	ENSP00000437532	13710	224
6269	ENSG00000178445	protein_coding	GLDC	9	ENSP00000370737	13709	224
6270	ENSG00000115138	protein_coding	POMC	2	ENSP00000384092	13708	224
6271	ENSG00000152580	protein_coding	IGSF10	3	ENSP00000282466	13707	224
6272	ENSG00000198756	protein_coding	COLGALT2	1	ENSP00000354960	13706	224
6273	ENSG00000145494	protein_coding	NDUFS6	5	ENSP00000274137	13705	224
6274	ENSG00000162746	protein_coding	FCRLB	1	ENSP00000356925	13704	224
6275	ENSG00000257335	protein_coding	MGAM	7	ENSP00000447378	13703	224
6276	ENSG00000110925	protein_coding	CSRNP2	12	ENSP00000228515	13702	224
6277	ENSG00000125845	protein_coding	BMP2	20	ENSP00000368104	13701	224
6278	ENSG00000085224	protein_coding	ATRX	X	ENSP00000362441	13700	224
6279	ENSG00000173457	protein_coding	PPP1R14B	11	ENSP00000310117	13699	224
6280	ENSG00000132359	protein_coding	RAP1GAP2	17	ENSP00000254695	13698	224
6281	ENSG00000173917	protein_coding	HOXB2	17	ENSP00000331741	13697	224
6282	ENSG00000104381	protein_coding	GDAP1	8	ENSP00000220822	13696	224
6283	ENSG00000163374	protein_coding	YY1AP1	1	ENSP00000357323	13695	224
6284	ENSG00000182957	protein_coding	SPATA13	13	ENSP00000398560	13694	224
6285	ENSG00000165309	protein_coding	ARMC3	10	ENSP00000298032	13693	224
6286	ENSG00000138190	protein_coding	EXOC6	10	ENSP00000260762	13692	224
6287	ENSG00000170903	protein_coding	MSANTD4	11	ENSP00000304713	13691	224
6288	ENSG00000130520	protein_coding	LSM4	19	ENSP00000469468	13690	224
6289	ENSG00000089916	protein_coding	GPATCH2L	14	ENSP00000261530	13689	224
6290	ENSG00000197275	protein_coding	RAD54B	8	ENSP00000336606	13688	224
6291	ENSG00000154319	protein_coding	FAM167A	8	ENSP00000284486	13687	224
6292	ENSG00000159063	protein_coding	ALG8	11	ENSP00000299626	13686	224
6293	ENSG00000182749	protein_coding	PAQR7	1	ENSP00000363414	13685	224
6294	ENSG00000179832	protein_coding	MROH1	8	ENSP00000435565	13684	224
6295	ENSG00000176769	protein_coding	TCERG1L	10	ENSP00000357631	13683	224
6296	ENSG00000261701	protein_coding	HPR	16	ENSP00000441828	13682	224
6297	ENSG00000184178	protein_coding	SCFD2	4	ENSP00000384182	13681	224
6298	ENSG00000142661	protein_coding	MYOM3	1	ENSP00000363557	13680	224
6299	ENSG00000100220	protein_coding	RTCB	22	ENSP00000216038	13679	224
6300	ENSG00000136933	protein_coding	RABEPK	9	ENSP00000362639	13678	224
6301	ENSG00000153558	protein_coding	FBXL2	3	ENSP00000417601	13677	224
6302	ENSG00000153786	protein_coding	ZDHHC7	16	ENSP00000456782	13676	224
6303	ENSG00000188763	protein_coding	FZD9	7	ENSP00000345785	13675	224
6304	ENSG00000158373	protein_coding	H2BC5	6	ENSP00000289316	13674	224
6305	ENSG00000176658	protein_coding	MYO1D	17	ENSP00000324527	13673	224
6306	ENSG00000144596	protein_coding	GRIP2	3	ENSP00000480660	13672	224
6307	ENSG00000171425	protein_coding	ZNF581	19	ENSP00000466047	13671	224
6308	ENSG00000186532	protein_coding	SMYD4	17	ENSP00000304360	13670	224
6309	ENSG00000176076	protein_coding	KCNE5	X	ENSP00000361173	13669	224
6310	ENSG00000158435	protein_coding	CNOT11	2	ENSP00000289382	13668	224
6311	ENSG00000103111	protein_coding	MON1B	16	ENSP00000248248	13667	224
6312	ENSG00000106635	protein_coding	BCL7B	7	ENSP00000411073	13666	224
6313	ENSG00000068354	protein_coding	TBC1D25	X	ENSP00000365962	13665	224
6314	ENSG00000177432	protein_coding	NAP1L5	4	ENSP00000320488	13664	224
6315	ENSG00000090487	protein_coding	SPG21	15	ENSP00000204566	13663	224
6316	ENSG00000168811	protein_coding	IL12A	3	ENSP00000303231	13662	224
6317	ENSG00000171401	protein_coding	KRT13	17	ENSP00000246635	13661	224
6318	ENSG00000147852	protein_coding	VLDLR	9	ENSP00000371532	13660	224
6319	ENSG00000180535	protein_coding	BHLHA15	7	ENSP00000476312	13659	224
6320	ENSG00000156973	protein_coding	PDE6D	2	ENSP00000287600	13658	224
6321	ENSG00000136518	protein_coding	ACTL6A	3	ENSP00000397552	13657	224
6322	ENSG00000133639	protein_coding	BTG1	12	ENSP00000256015	13656	224
6323	ENSG00000172940	protein_coding	SLC22A13	3	ENSP00000310241	13655	224
6324	ENSG00000206538	protein_coding	VGLL3	3	ENSP00000381436	13654	224
6325	ENSG00000181090	protein_coding	EHMT1	9	ENSP00000417980	13653	224
6326	ENSG00000143067	protein_coding	ZNF697	1	ENSP00000396857	13652	224
6327	ENSG00000111358	protein_coding	GTF2H3	12	ENSP00000445162	13651	224
6328	ENSG00000111249	protein_coding	CUX2	12	ENSP00000261726	13650	224
6329	ENSG00000148483	protein_coding	TMEM236	10	ENSP00000366715	13649	224
6330	ENSG00000078668	protein_coding	VDAC3	8	ENSP00000428845	13648	224
6331	ENSG00000163635	protein_coding	ATXN7	3	ENSP00000439585	13647	224
6332	ENSG00000166669	protein_coding	ATF7IP2	16	ENSP00000379808	13646	224
6333	ENSG00000108702	protein_coding	CCL1	17	ENSP00000225842	13645	224
6334	ENSG00000137221	protein_coding	TJAP1	6	ENSP00000361522	13644	224
6335	ENSG00000099866	protein_coding	MADCAM1	19	ENSP00000215637	13643	224
6336	ENSG00000064490	protein_coding	RFXANK	19	ENSP00000305071	13642	224
6337	ENSG00000135090	protein_coding	TAOK3	12	ENSP00000376317	13641	224
6338	ENSG00000125166	protein_coding	GOT2	16	ENSP00000245206	13640	224
6339	ENSG00000103326	protein_coding	CAPN15	16	ENSP00000219611	13639	224
6340	ENSG00000166535	protein_coding	A2ML1	12	ENSP00000299698	13638	224
6341	ENSG00000165282	protein_coding	PIGO	9	ENSP00000367880	13637	224
6342	ENSG00000156103	protein_coding	MMP16	8	ENSP00000286614	13636	224
6343	ENSG00000170454	protein_coding	KRT75	12	ENSP00000252245	13635	224
6344	ENSG00000171763	protein_coding	SPATA5L1	15	ENSP00000305494	13634	224
6345	ENSG00000244731	protein_coding	C4A	6	ENSP00000396688	13633	224
6346	ENSG00000135720	protein_coding	DYNC1LI2	16	ENSP00000258198	13632	224
6347	ENSG00000276903	protein_coding	H2AC16	6	ENSP00000482538	13631	224
6348	ENSG00000172733	protein_coding	PURG	8	ENSP00000418721	13630	224
6349	ENSG00000108557	protein_coding	RAI1	17	ENSP00000323074	13629	224
6350	ENSG00000139793	protein_coding	MBNL2	13	ENSP00000267287	13628	224
6351	ENSG00000138685	protein_coding	FGF2	4	ENSP00000264498	13627	224
6352	ENSG00000120738	protein_coding	EGR1	5	ENSP00000239938	13626	224
6353	ENSG00000242550	protein_coding	SERPINB10	18	ENSP00000238508	13625	224
6354	ENSG00000116785	protein_coding	CFHR3	1	ENSP00000356395	13624	224
6355	ENSG00000172819	protein_coding	RARG	12	ENSP00000388510	13623	224
6356	ENSG00000145014	protein_coding	TMEM44	3	ENSP00000376227	13622	224
6357	ENSG00000023909	protein_coding	GCLM	1	ENSP00000359258	13621	224
6358	ENSG00000124688	protein_coding	MAD2L1BP	6	ENSP00000410818	13620	224
6359	ENSG00000132017	protein_coding	DCAF15	19	ENSP00000254337	13619	224
6360	ENSG00000068784	protein_coding	SRBD1	2	ENSP00000263736	13618	224
6361	ENSG00000159023	protein_coding	EPB41	1	ENSP00000345259	13617	224
6362	ENSG00000186648	protein_coding	CARMIL3	14	ENSP00000340467	13616	224
6363	ENSG00000166926	protein_coding	MS4A6E	11	ENSP00000300182	13615	224
6364	ENSG00000010438	protein_coding	PRSS3	9	ENSP00000354280	13614	224
6365	ENSG00000126214	protein_coding	KLC1	14	ENSP00000414982	13613	224
6366	ENSG00000173653	protein_coding	RCE1	11	ENSP00000309163	13612	224
6367	ENSG00000086200	protein_coding	IPO11	5	ENSP00000386992	13611	224
6368	ENSG00000101331	protein_coding	CCM2L	20	ENSP00000262659	13610	224
6369	ENSG00000078808	protein_coding	SDF4	1	ENSP00000353094	13609	224
6370	ENSG00000162594	protein_coding	IL23R	1	ENSP00000321345	13608	224
6371	ENSG00000168275	protein_coding	COA6	1	ENSP00000355572	13607	224
6372	ENSG00000101665	protein_coding	SMAD7	18	ENSP00000262158	13606	224
6373	ENSG00000241945	protein_coding	PWP2	21	ENSP00000291576	13605	224
6374	ENSG00000180138	protein_coding	CSNK1A1L	13	ENSP00000369126	13604	224
6375	ENSG00000144724	protein_coding	PTPRG	3	ENSP00000418112	13603	224
6376	ENSG00000115652	protein_coding	UXS1	2	ENSP00000283148	13602	224
6377	ENSG00000134917	protein_coding	ADAMTS8	11	ENSP00000257359	13601	224
6378	ENSG00000107959	protein_coding	PITRM1	10	ENSP00000370377	13600	224
6379	ENSG00000161057	protein_coding	PSMC2	7	ENSP00000391211	13599	224
6380	ENSG00000138768	protein_coding	USO1	4	ENSP00000444850	13598	224
